date,category,amount,notes,transaction_type,payment_mode,clean_notes
04/19/2022,food,6629.0,Shopping,Expense,Cash,shopping
2021-08-11,food,4914.0,Books,Expense,Card,books
02/01/2021,food,5143.0,Coffee,Expense,Bank Transfer,coffee
2021-08-07,utility,6284.0,Electricity bill,Expense,UPI,electricity bill
05/11/2023,health,3142.0,Gym membership,Expense,Bank Transfer,gym membership
2024-01-03,utility,5749.0,Internet bill,Expense,Card,internet bill
2024-01-11,education,4161.0,Online course,Expense,UPI,online course
2022-05-11,food,2470.0,EMI payment,Expense,Card,emi payment
06-10-2024,rent,57937.0,Monthly rent payment,Income,Card,monthly rent payment
11/19/2024,health,45500.0,Doctor consultation,Income,Cash,doctor consultation
2023-03-17,health,4017.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
10/03/2021,food,2362.0,Restaurant dinner,Expense,Card,restaurant dinner
29-06-2024,food,5859.0,Grocery shopping,Expense,UPI,grocery shopping
06/19/2022,food,29728.0,Books,Expense,Card,books
06/21/2024,food,13391.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
12/20/2023,utility,6413.0,Internet bill,Expense,Cash,internet bill
20-09-2021,food,678.0,Lunch,Expense,unknown,lunch
2023-07-14,food,9116.0,Lunch,Expense,UPI,lunch
02/23/2021,food,3283.0,ATM withdrawal,Expense,UPI,atm withdrawal
15-07-2022,utility,59853.0,Electricity bill,Income,Card,electricity bill
2022-02-09,education,4213.0,Online course,Expense,UPI,online course
12-04-2024,health,474.0,Doctor consultation,Expense,Card,doctor consultation
10/18/2024,food,2484.0,Coffee,Expense,Bank Transfer,coffee
11/23/2024,utility,10276.0,Electricity bill,Expense,Card,electricity bill
08/25/2022,entertainment,8939.0,Movie tickets,Expense,UPI,movie tickets
06/25/2022,education,8199.0,Online course,Expense,Cash,online course
20-04-24,food,3990.0,Shopping,Expense,UPI,shopping
2022-01-31,entertainment,3937.0,Movie tickets,Expense,Bank Transfer,movie tickets
07/16/2024,food,4172.0,Restaurant dinner,Expense,Cash,restaurant dinner
09/02/2021,entertainment,2978.0,Movie tickets,Expense,Card,movie tickets
02/13/2021,food,5634.0,Coffee,Expense,Card,coffee
02/24/2021,utility,5735.0,Electricity bill,Expense,UPI,electricity bill
2021-06-21,health,7219.0,Doctor consultation,Expense,Card,doctor consultation
2023-07-19,food,42662.0,ATM withdrawal,Income,unknown,atm withdrawal
2021-03-01,food,2560.0,Books,Expense,Bank Transfer,books
29-07-24,food,48145.0,Grocery shopping,Expense,Card,grocery shopping
06/08/2024,health,248568.0,Medicine,Income,Card,medicine
2024-09-16,rent,2345.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
23-04-22,health,2160.0,Gym membership,Expense,Card,gym membership
2024-10-01,health,6700.0,Doctor consultation,Expense,Card,doctor consultation
2023-06-15,food,1852.0,Lunch,Expense,Cash,lunch
2022-09-17,food,4041.0,Coffee,Expense,Bank Transfer,coffee
20-07-24,food,9816.0,Fixed deposit,Expense,Card,fixed deposit
29-03-21,rent,6579.0,Monthly rent payment,Expense,Cash,monthly rent payment
12/01/2022,entertainment,18816.0,Movie tickets,Income,Card,movie tickets
02/09/2023,utility,63775.0,Internet bill,Income,Card,internet bill
10-05-2024,food,17694.0,Grocery shopping,Income,Bank Transfer,grocery shopping
15-03-2023,food,67233.0,Fixed deposit,Income,Cash,fixed deposit
14-05-21,utility,922.0,Internet bill,Expense,Card,internet bill
03/11/2022,travel,2112.0,Train ticket,Expense,unknown,train ticket
12-11-23,food,76998.0,Lunch,Income,Card,lunch
17-01-23,food,3663.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2021-09-06,utility,63251.0,Internet bill,Income,Card,internet bill
01/17/2022,utility,3471.0,Internet bill,Expense,UPI,internet bill
07-02-21,food,44914.0,EMI payment,Income,Bank Transfer,emi payment
09/27/2021,utility,9021.0,Internet bill,Expense,Bank Transfer,internet bill
12/21/2023,food,2386.0,Books,Expense,unknown,books
2021-11-21,food,17265.0,Lunch,Expense,Bank Transfer,lunch
17-05-2024,utility,0.0,Internet bill,Expense,Bank Transfer,internet bill
10/18/2024,health,32952.0,Gym membership,Expense,Bank Transfer,gym membership
22-08-2024,education,8736.0,Online course,Expense,Card,online course
16-10-24,travel,3588.0,Petrol,Expense,Bank Transfer,petrol
01/31/2021,food,4113.0,Shopping,Expense,UPI,shopping
2022-07-27,health,1050.0,Doctor consultation,Expense,Cash,doctor consultation
04/29/2021,food,38205.0,Books,Income,UPI,books
12/21/2023,entertainment,9194.0,Movie tickets,Expense,Card,movie tickets
2024-07-31,food,8483.0,Shopping,Expense,Bank Transfer,shopping
2021-07-12,utility,2766.0,Electricity bill,Expense,Card,electricity bill
08/23/2024,education,9917.0,Online course,Expense,Card,online course
12-04-2024,food,5476.0,Restaurant dinner,Expense,Cash,restaurant dinner
10-01-21,travel,9290.0,Petrol,Expense,Card,petrol
16-12-21,food,578.0,Restaurant dinner,Expense,UPI,restaurant dinner
2021-07-31,entertainment,6780.0,Movie tickets,Expense,Bank Transfer,movie tickets
2024-09-23,food,8108.0,Books,Expense,Bank Transfer,books
2022-05-05,health,5533.0,Gym membership,Expense,UPI,gym membership
2024-05-11,rent,5276.0,Monthly rent payment,Expense,Cash,monthly rent payment
2022-12-13,food,39024.0,ATM withdrawal,Expense,Card,atm withdrawal
2023-02-05,food,8285.0,Restaurant dinner,Expense,Cash,restaurant dinner
03/05/2021,education,8250.0,Online course,Expense,unknown,online course
2021-09-06,utility,63251.0,Internet bill,Income,Card,internet bill
27-04-22,utility,3579.0,Electricity bill,Expense,Card,electricity bill
2024-07-01,utility,1972.0,Internet bill,Expense,UPI,internet bill
07/16/2022,entertainment,2407.0,Movie tickets,Expense,Card,movie tickets
2024-08-22,health,60670.0,Gym membership,Income,Cash,gym membership
2021-08-13,food,2585.0,Restaurant dinner,Expense,UPI,restaurant dinner
2023-05-14,food,4227.0,EMI payment,Expense,Cash,emi payment
2023-12-17,health,40858.0,Medicine,Income,UPI,medicine
2021-09-01,food,25243.0,Shopping,Income,Card,shopping
2021-01-29,education,479.0,Online course,Expense,Cash,online course
11/02/2024,travel,9734.0,Train ticket,Expense,Bank Transfer,train ticket
10-05-21,entertainment,157969.0,Movie tickets,Income,UPI,movie tickets
2024-12-09,utility,8335.0,Internet bill,Expense,Cash,internet bill
26-07-23,food,7477.0,Grocery shopping,Expense,Cash,grocery shopping
23-03-22,travel,230.0,Train ticket,Expense,Bank Transfer,train ticket
22-02-23,food,4165.0,Coffee,Expense,Card,coffee
26-07-24,rent,7695.0,Monthly rent payment,Expense,UPI,monthly rent payment
2021-05-12,food,3502.0,Restaurant dinner,Expense,unknown,restaurant dinner
09/14/2022,education,222.0,Online course,Expense,unknown,online course
2022-08-02,utility,8810.0,Electricity bill,Expense,Cash,electricity bill
2023-05-28,travel,6167.0,Uber ride,Expense,Cash,uber ride
14-08-23,health,2207.0,Medicine,Expense,Cash,medicine
2022-08-15,travel,2979.0,Train ticket,Expense,Cash,train ticket
08/27/2023,food,7995.0,Grocery shopping,Expense,Cash,grocery shopping
02/26/2022,rent,7805.0,Monthly rent payment,Expense,Cash,monthly rent payment
18-10-24,travel,999999999.0,Petrol,Expense,Bank Transfer,petrol
12/15/2024,food,3902.0,Restaurant dinner,Expense,Card,restaurant dinner
2021-01-19,food,1768.0,Shopping,Expense,Bank Transfer,shopping
06/29/2022,food,7470.0,Lunch,Expense,Card,lunch
05/03/2024,education,2721.0,Online course,Expense,UPI,online course
01-11-22,utility,7200.0,Internet bill,Expense,unknown,internet bill
01-05-24,travel,2306.0,Uber ride,Expense,UPI,uber ride
01/05/2021,entertainment,18229.0,Movie tickets,Income,UPI,movie tickets
2021-04-19,food,9386.0,Restaurant dinner,Expense,Cash,restaurant dinner
2024-03-13,health,9189.0,Gym membership,Expense,Cash,gym membership
01-03-2021,utility,4129.0,Internet bill,Expense,Cash,internet bill
27-04-2021,utility,4200.0,Internet bill,Expense,UPI,internet bill
27-03-22,food,33482.0,Grocery shopping,Income,Card,grocery shopping
02-10-21,food,4290.0,Restaurant dinner,Expense,Cash,restaurant dinner
06/02/2024,education,938.0,Online course,Expense,UPI,online course
24-08-21,utility,436.0,Electricity bill,Expense,Cash,electricity bill
02/26/2023,food,1363.0,Shopping,Expense,UPI,shopping
01/09/2021,food,5615.0,Grocery shopping,Expense,Cash,grocery shopping
02/22/2022,food,30779.0,Lunch,Expense,Bank Transfer,lunch
2021-04-18,health,8886.0,Gym membership,Expense,Cash,gym membership
2021-04-15,food,26564.0,Books,Income,Cash,books
2022-03-11,food,7260.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
05/17/2024,entertainment,1167.0,Movie tickets,Expense,Card,movie tickets
23-10-2022,food,51393.0,Shopping,Income,Bank Transfer,shopping
2021-11-13,travel,23592.0,Train ticket,Expense,Cash,train ticket
2021-04-13,rent,4097.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
22-07-24,food,2206.0,Lunch,Expense,UPI,lunch
05-05-2023,utility,6064.0,Electricity bill,Expense,UPI,electricity bill
2024-11-23,health,1954.0,Gym membership,Expense,Card,gym membership
09/15/2024,education,1156.0,Online course,Expense,Cash,online course
06/13/2022,food,8204.0,Grocery shopping,Expense,UPI,grocery shopping
05/16/2023,food,27034.0,Books,Expense,Cash,books
2023-04-07,food,8630.0,Lunch,Expense,Bank Transfer,lunch
2022-04-14,travel,46791.0,Train ticket,Income,Bank Transfer,train ticket
04-03-24,food,2795.0,Grocery shopping,Expense,UPI,grocery shopping
29-04-23,food,45040.0,Shopping,Income,Cash,shopping
03/24/2023,health,2596.0,Gym membership,Expense,Bank Transfer,gym membership
12/28/2023,rent,552.0,Monthly rent payment,Expense,Card,monthly rent payment
29-04-2023,food,7344.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
18-07-23,food,11474.0,Books,Expense,UPI,books
11/08/2023,food,4398.0,Books,Expense,Bank Transfer,books
2024-09-01,health,3064.0,Medicine,Expense,UPI,medicine
04/30/2022,entertainment,3243.0,Movie tickets,Expense,Card,movie tickets
09/15/2022,entertainment,5177.0,Movie tickets,Expense,Bank Transfer,movie tickets
2023-08-22,food,1661.0,Shopping,Expense,Card,shopping
2024-04-21,food,8034.0,Shopping,Expense,Bank Transfer,shopping
04-07-22,food,2342.0,Coffee,Expense,Card,coffee
16-05-24,travel,3651.0,Train ticket,Expense,Bank Transfer,train ticket
2023-12-13,health,3478.0,Gym membership,Expense,Bank Transfer,gym membership
06/06/2022,health,8980.0,Medicine,Expense,Cash,medicine
12/27/2023,health,6403.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
12/25/2021,education,1256.0,Online course,Expense,Cash,online course
2022-05-29,travel,1730.0,Uber ride,Expense,unknown,uber ride
02/18/2021,entertainment,4813.0,Movie tickets,Expense,Card,movie tickets
08/22/2024,food,1339.0,Grocery shopping,Expense,Card,grocery shopping
2023-05-04,utility,4645.0,Internet bill,Expense,Card,internet bill
11-08-24,travel,59168.0,Train ticket,Income,Cash,train ticket
2021-08-06,food,1592.0,EMI payment,Expense,Cash,emi payment
24-06-24,utility,4507.0,Electricity bill,Expense,Bank Transfer,electricity bill
01/29/2021,food,44992.0,Shopping,Income,UPI,shopping
16-02-23,utility,13817.0,Electricity bill,Expense,Bank Transfer,electricity bill
07-03-2023,food,4848.0,EMI payment,Expense,Card,emi payment
06/15/2021,travel,5865.0,Petrol,Expense,Bank Transfer,petrol
20-05-24,entertainment,6151.0,Movie tickets,Expense,Cash,movie tickets
2024-01-05,food,69872.0,Restaurant dinner,Income,Cash,restaurant dinner
24-06-22,food,34091.0,Shopping,Income,UPI,shopping
2022-03-20,food,-500.0,Restaurant dinner,Expense,Cash,restaurant dinner
2021-04-21,health,5990.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
08/21/2024,travel,11745.0,Train ticket,Expense,Card,train ticket
09-01-21,rent,4333.0,Monthly rent payment,Expense,UPI,monthly rent payment
2024-11-25,utility,2792.0,Electricity bill,Expense,Bank Transfer,electricity bill
18-08-2021,food,203.0,Fixed deposit,Expense,Card,fixed deposit
2022-08-21,food,3503.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
28-07-2024,travel,8299.0,Train ticket,Expense,Card,train ticket
2024-09-29,food,2093.0,Books,Expense,Cash,books
2023-02-28,food,5136.0,Coffee,Expense,Cash,coffee
12-04-22,travel,9627.0,Uber ride,Expense,Card,uber ride
2021-10-09,travel,4406.0,Train ticket,Expense,Bank Transfer,train ticket
11-09-24,food,2678.0,Lunch,Expense,Bank Transfer,lunch
04/22/2024,utility,7137.0,Electricity bill,Expense,Card,electricity bill
2022-01-08,food,4785.0,Coffee,Expense,UPI,coffee
05/19/2023,food,45865.0,Books,Income,Card,books
05/19/2021,food,583.0,Shopping,Expense,Bank Transfer,shopping
02-04-2022,food,5124.0,Lunch,Expense,UPI,lunch
2023-06-04,travel,324.0,Train ticket,Expense,Card,train ticket
2023-08-16,rent,1629.0,Monthly rent payment,Expense,Card,monthly rent payment
05-12-2024,rent,2092.0,Monthly rent payment,Expense,UPI,monthly rent payment
25-06-23,travel,5668.0,Petrol,Expense,Bank Transfer,petrol
09-04-2024,health,34107.0,Doctor consultation,Income,Bank Transfer,doctor consultation
25-01-23,food,8540.0,Grocery shopping,Expense,Cash,grocery shopping
12/09/2023,food,1756.0,Coffee,Expense,UPI,coffee
10/02/2022,food,4956.0,Coffee,Expense,unknown,coffee
06-07-23,food,3226.0,EMI payment,Expense,UPI,emi payment
17-01-24,entertainment,9354.0,Movie tickets,Expense,Bank Transfer,movie tickets
06-10-2022,health,6691.0,Doctor consultation,Expense,Card,doctor consultation
08/03/2021,food,39484.0,Lunch,Expense,Bank Transfer,lunch
04/11/2022,food,5595.0,Grocery shopping,Expense,Card,grocery shopping
25-04-2023,education,1568.0,Online course,Expense,Cash,online course
12/20/2024,food,5106.0,Grocery shopping,Expense,Cash,grocery shopping
2023-07-29,food,6880.0,Grocery shopping,Expense,Cash,grocery shopping
13-07-2021,health,5892.0,Gym membership,Expense,Cash,gym membership
2021-02-21,education,8105.0,Online course,Expense,UPI,online course
01/01/2024,education,6347.0,Online course,Expense,Cash,online course
2021-03-16,food,8951.0,ATM withdrawal,Expense,Card,atm withdrawal
08-03-2021,food,1218.0,Restaurant dinner,Expense,Cash,restaurant dinner
2022-10-15,utility,3959.0,Internet bill,Expense,UPI,internet bill
03-11-23,food,5009.0,Fixed deposit,Expense,Cash,fixed deposit
25-09-2023,travel,17432.0,Uber ride,Expense,Card,uber ride
20-10-2024,food,390.0,Books,Expense,UPI,books
02/07/2023,education,3413.0,Online course,Expense,Cash,online course
2023-06-12,food,6958.0,Shopping,Expense,Card,shopping
2021-01-02,rent,8065.0,Monthly rent payment,Expense,Cash,monthly rent payment
26-03-2022,rent,301.0,Monthly rent payment,Expense,Cash,monthly rent payment
2024-04-23,food,2704.0,EMI payment,Expense,Cash,emi payment
23-02-24,food,55060.0,Books,Income,UPI,books
05-11-21,travel,2898.0,Petrol,Expense,Card,petrol
2021-11-01,health,1391.0,Medicine,Expense,Bank Transfer,medicine
09/14/2024,food,1210.0,EMI payment,Expense,Cash,emi payment
07-11-24,food,6207.0,Coffee,Expense,Card,coffee
23-12-23,utility,78671.0,Electricity bill,Income,Cash,electricity bill
11/07/2024,food,15169.0,EMI payment,Income,Card,emi payment
2021-07-07,utility,7234.0,Internet bill,Expense,Cash,internet bill
12/27/2021,travel,-500.0,Uber ride,Expense,Card,uber ride
11/06/2022,food,733.0,Coffee,Expense,UPI,coffee
2021-03-26,food,6798.0,Shopping,Expense,Cash,shopping
03/06/2022,food,9706.0,Coffee,Expense,unknown,coffee
03/13/2024,utility,1145.0,Electricity bill,Expense,Card,electricity bill
04-10-24,food,70904.0,Coffee,Income,Cash,coffee
21-03-22,travel,2027.0,Petrol,Expense,Card,petrol
19-11-2021,food,9073.0,Fixed deposit,Expense,UPI,fixed deposit
2023-01-14,travel,2280.0,Petrol,Expense,Bank Transfer,petrol
06-11-2022,food,6428.0,Coffee,Expense,Bank Transfer,coffee
2021-12-01,food,3009.0,ATM withdrawal,Expense,Cash,atm withdrawal
12/13/2021,travel,8766.0,Uber ride,Expense,UPI,uber ride
12/15/2021,travel,4021.0,Train ticket,Expense,Cash,train ticket
30-05-23,food,2381.0,Books,Expense,Card,books
06/03/2023,travel,35345.0,Train ticket,Expense,Cash,train ticket
2024-05-21,rent,6219.0,Monthly rent payment,Expense,Cash,monthly rent payment
07/16/2024,food,8913.0,Lunch,Expense,UPI,lunch
17-01-23,entertainment,549.0,Movie tickets,Expense,Card,movie tickets
2023-10-08,food,8719.0,EMI payment,Expense,Card,emi payment
2023-04-19,health,4572.0,Gym membership,Expense,UPI,gym membership
2021-02-09,utility,9132.0,Electricity bill,Expense,UPI,electricity bill
2021-08-14,utility,2461.0,Electricity bill,Expense,Bank Transfer,electricity bill
26-07-21,education,3758.0,Online course,Expense,Card,online course
2023-02-13,food,8172.0,Grocery shopping,Expense,UPI,grocery shopping
12/29/2022,utility,3680.0,Internet bill,Expense,Cash,internet bill
2024-01-20,education,2206.0,Online course,Expense,Cash,online course
24-07-2024,entertainment,36084.0,Movie tickets,Expense,Card,movie tickets
2022-10-21,education,794.0,Online course,Expense,Bank Transfer,online course
2022-08-01,food,60328.0,EMI payment,Income,Bank Transfer,emi payment
04/30/2023,food,4009.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
2023-10-25,rent,6136.0,Monthly rent payment,Expense,UPI,monthly rent payment
06/07/2022,travel,993.0,Petrol,Expense,UPI,petrol
11/28/2023,entertainment,7942.0,Movie tickets,Expense,Card,movie tickets
24-12-2022,education,8573.0,Online course,Expense,UPI,online course
04/16/2022,utility,70158.0,Internet bill,Income,UPI,internet bill
07/03/2021,utility,2861.0,Electricity bill,Expense,Card,electricity bill
25-04-22,food,57735.0,Shopping,Income,Bank Transfer,shopping
2021-11-28,food,1514.0,ATM withdrawal,Expense,Card,atm withdrawal
08/28/2022,food,9691.0,Books,Expense,Bank Transfer,books
05/26/2024,travel,7843.0,Train ticket,Expense,Card,train ticket
2023-06-10,food,7288.0,Shopping,Expense,UPI,shopping
01-06-21,utility,6741.0,Electricity bill,Expense,Bank Transfer,electricity bill
2022-10-23,utility,8325.0,Internet bill,Expense,UPI,internet bill
2023-04-08,food,4730.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
22-01-22,food,9197.0,ATM withdrawal,Expense,Card,atm withdrawal
08/11/2022,food,24714.0,Coffee,Income,Card,coffee
20-12-22,travel,3445.0,Petrol,Expense,Cash,petrol
05/12/2024,food,8393.0,Books,Expense,Bank Transfer,books
07/17/2023,entertainment,0.0,Movie tickets,Expense,Bank Transfer,movie tickets
25-03-23,utility,4237.0,Electricity bill,Expense,Cash,electricity bill
2022-03-22,food,4125.0,EMI payment,Expense,Cash,emi payment
24-06-22,food,2962.0,Shopping,Expense,Cash,shopping
12/28/2021,rent,57089.0,Monthly rent payment,Income,Bank Transfer,monthly rent payment
19-03-23,travel,2799.0,Uber ride,Expense,UPI,uber ride
2022-12-16,food,2891.0,Grocery shopping,Expense,Cash,grocery shopping
2021-04-14,food,1419.0,Grocery shopping,Expense,UPI,grocery shopping
2023-05-05,food,3573.0,ATM withdrawal,Expense,Card,atm withdrawal
